DBN,School Name,"Total Parent 
Response Rate",Total Teacher Response Rate,Total Student Response Rate,Collaborative Teachers Score,Effective School Leadership Score,Rigorous Instruction Score,Supportive Environment Score,Strong Family-Community Ties Score,Trust Score
QASL,BESSIE &NORA'S PLACE,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QASN,EARLY STEPS FAMILY CENTER,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QASR,"A CHILD'S PLACE TOO, INC.",39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAST,"ABC PRESCHOOL & KINDERGARTEN CENTER, CORP",78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QASU,THE CHILD CENTER OF NY 2,48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QASV,BWY PRESCHOOL,35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QASW,"CHILDREN'S BIG APPLE, INC.",89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QASX,"CHILDREN'S BIG APPLE, INC.",100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QATA,J.C. DAYWATCH DAY CARE,33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QATB,JOHNSON'S ACADEMY LLC,39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QATC,"LITTLE FRIENDS SCHOOL ELMHURST, INC.",92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QATD,"LITTLE FRIENDS SCHOOL, SUNNYSIDE",81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QATE,CENTER OF EXCELLENCE SPRINGFIELD GARDENS PRESCHOOL,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QATH,MASPETH TOWN HALL PRESCHOOL,94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QATJ,SMILES GFDC INC.,64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QATK,PING SHENG YE GROUP FAMILY DAY CARE,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QATL,RAINBOW CHRISTIAN PRESCHOOL,52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QATM,STAR AMERICA PRESCHOOL,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QATO,LONG ISLAND CITY YMCA,36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QATQ,BETTER COMMUNITY LIFE DCC 2,40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QATT,PRESCHOOL R US,56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QATU,"EVBO, INC. D/B/A JACK & JILL NURSERY SCHOOL",45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QATV,HAPPY DRAGON PRESCHOOL,88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QATX,IMMANUEL CREATIVE,45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QATY,INTERNATIONAL NURSERY SCHOOL,33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QATZ,"JUDI'S NURSERY, INC.",97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAUA,KON WAH DAY SCHOOL,44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAUB,"NEW MILESTONE, INC.",7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAUC,PEE WEE FOLKS,35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAUD,PRECIOUS MOMENTS,44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAUE,"READY, SET, GROW CHILD CENTER, LLC.",18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAUG,SHARON NURSERY,64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAUH,THE CORNER SCHOOL,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAUJ,MARTIN L. KING JR. MEM DCC,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAUK,CHABAD EARLY LEARNING CENTER,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAUL,COMMUNITY CHURCH OF DOUGLASTON,53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAUM,HOME SWEET HOME CHILDREN'S SCHOOL,80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAUN,JACK & JILL II,43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAUO,NOAH'S ARK PROGRESSIVE LEARNING CENTER,64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAUQ,YAI/ NYL CLEARVIEW SCHOOL ANNEX,29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAUS,THE LUTHERAN SCHOOLS OF FLUSHING AND BAYSIDE,27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAUT,ALL MY CHILDREN DAY CARE 2,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAUW,ALPHA KAPPA ALPHA EPSILON PI OMEGA DCC,28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAVB,"BEV'S KIDDIE DAYCARE, INC.",58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAVC,BLANCHE COMMUNITY PROGRESS DCC#2,21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAVD,COMMUNITY AND FAMILY HEAD START,37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAVF,CUOMO FIRST STEP,41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAVG,RUSSO FIRST STEP,44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAVI,LITTL TOTS RED WAGON,71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAVJ,JFKIDSPORT,36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAVO,OMEGA PSI PHI FRATERNITY,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAVP,ON OUR WAY LEARNING CENTER,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAVS,SAINT JOHN'S LUTHERAN CHURCH,42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAVU,"ST. ALBANS MONTESSORI DAY CARE CENTER, INC.",40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAVV,UP THE LADDER,26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAVW,WEST END TEMPLE NURSERY SCHOOL,38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAVY,NADYA DAY CARE I,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAVZ,NADYA DAY CARE II,92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAWC,PACCOR KIDS,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAWE,"IRA'S BRIARWOOD DAY CARE AND PRESCHOOL, INC.",13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAWG,BRIGHT BEGINNINGS PRE-SCHOOL,87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAWH,CENTRAL QUEENS YM & YWHA,40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAWK,SHOLOM SHOLOM INC.,52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAWM,REGO PARK DAY SCHOOL,44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAWO,ICCD,44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAWS,IT'S MY TURN,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAWT,"AFRO AMERICAN PARENTS EDUCATIONAL CENTER, INC.",71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAWU,"SUNSHINE SCHOOL, LLC.",63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAWW,"PICKWICK SCHOOL, INC.",36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAWX,APPLE TREE NURSERY SCHOOL,77,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAWY,CCS MONTESSORI CENTER,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAWZ,ALL MY CHILDREN DAY CARE (69TH AVENUE),17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAXC,ALL MY CHILDREN DAY CARE (MAYFIELD),0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAXD,"BLANCHE COMMUNITY PROGRESS DAY CARE CENTER, INC.",29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAXF,COMMITTEE FOR EARLY CHILDHOOD DEVELOPMENT,74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAXI,QUEENS EARLY CHILDHOOD CENTER,29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAXK,KIDS CIRCLE DAYCARE,44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAXL,LAURELTON DAY CARE,31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAXN,MONTESSORI PROGRESSIVE,21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAXQ,OUR SAVIOUR LUTHERAN,79,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAXV,REDEEMER LUTHERAN CHURCH AND NURSERY SCHOOL,70,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAYB,CHARLES R DREW ELC 1,57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAYD,"SOUTH JAMAICA CENTER FOR CHILDREN AND PARENTS, INC.",82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAYE,QUICK START DAY CARE CENTER,36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAYG,ALL CHILDREN'S CHILD CARE (31ST AVE),71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAYH,ALL CHILDREN'S CHILD CARE (24TH ST),27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAYI,BRITE ADVENTURE CENTER (30TH ST),85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAYJ,BRITE ADVENTURE CENTER (58TH ST),59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAYK,CHRIST EVANGELICAL LUTHERAN CHURCH,81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAYL,82ND STREET ACADEMICS,27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAYN,JACKSON'S CHILDREN'S SERVICES,42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAYP,KID KRAZY @ 21ST AVENUE,61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAYT,QUEENSVIEW NURSERY SCHOOL & KINDERGARTEN,94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAYU,RAINBOWLAND NURSERY SCHOOL,75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAYV,RAINBOWLAND NURSERY SCHOOL,67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAYW,SAINT FRANCIS OF ASSISI SCHOOL,27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAYX,ST. JOSEPH SCHOOL,32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAYZ,ATONEMENT PRE-SCHOOL,48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAZC,PAL WESTERN QUEENS,86,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAZI,SHELDON R. WEAVER CHILD CARE CENTER,92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAZV,MACEDONIA CHILD DEVELOPMENT CENTER,94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QAZW,LA GUARDIA COMMUNITY COLLEGE PRE-SCHOOL,47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBAB,"MONA PREP DAY CARE, INC.",34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBAC,CAMBRIA CENTER FOR THE GIFTED CHILD,18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBAF,SAMUEL FIELD YM & YWHA (BAYSIDE),56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBAJ,COMMUNITY NURSERY SCHOOL COTH,88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBBC,NORTHSIDE SCHOOL,54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBBE,OUR KIDS PLACE COUNTRY DAY,40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBBF,DIVINE WISDOM CATHOLIC ACADEMY DOUGLASTON,34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBBG,HAN-I PRESCHOOL,76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBBH,"NEW MILESTONE, INCORPORATED",77,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBBL,"ABC KIDDIELAND, INC.",79,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBBM,MUSHROOM HOUSE DAY CARE CENTER,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBBN,NOAH'S ARK PROGRESSIVE LEARNING CENTER,75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBBP,THE LAUGH & LEARN PLACE,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBBQ,MOST HOLY REDEEMER CATHOLIC ACADEMY,48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBBR,ICCD,80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBBU,"THE NURTURING CENTER, INC.",26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBCC,"ROCHDALE VILLAGE NURSERY SCHOOL, INC.",100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBCD,MI NUEVO MUNDO,68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBCP,HOLY LAND ECC,63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBCQ,HAUP UPK PROGRAM,53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBCS,"FUNDAY DAYCARE CENTER, INC.",44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBCT,KIDDIE ACADEMY OF WHITESTONE,40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBCW,IT'S MY TURN,44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBDA,HIGHLAND ACADEMICS,39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBDB,"QUEENS POINTE TALENT, INC.",54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBDC,SCO CORONA EARLY CHILDHOOD EDUCATION CENTER,73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBDD,HELLENIC ORTHODOX COMMUNITY OF ASTORIA ST. DEMETRIOS,52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBDW,SUNFLOWER DAYCARE CENTER,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBDX,MILTON'S DAYCARE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBEC,EMILIA'S KIDS,43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBEF,THE LEARNING TREE,17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBEG,MAGIC YEARS PRESCHOOL AND NURSERY,74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBEH,MI NUEVO MUNDO CORP.,69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBEJ,QUEENS HERALD COMMUNITY CORP.,71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBEK,YMCA OF GREATER NY- RIDGEWOOD Y,71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBEO,ABC EARLY LEARNING CENTER,95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBEQ,APPLETREE DAY CARE CENTER,46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBGC,SUNFLOWER KIDZ DAY CARE,40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBGD,AFRO-AMERICAN #4,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBGH,RENANIM DAY CARE,63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBGI,TINY FOOTSTEPS,39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBGJ,COMMITTEE FOR EARLY CHILDHOOD DEVELOPMENT DAY CARE CENTER,95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBGK,KON GEN INTERNATIONAL PRESCHOOL,35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBGL,"STAR PARADISE, INC.",44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBGM,YESHIVA DARCHEI TORAH,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBGO,SUNNYSIDE COMMUNITY SERVICES,67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBGP,MOVING UP CHILDREN CENTER,49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBGR,MI NUEVO MUNDO,34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBGS,IVY LEAGUE EARLY LEARNING ACADEMY,96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBGV,APPLE TREE DAY CARE CENTER (197TH ST),67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBHB,RAINBOW CHILD DEV CENTER II,49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBHK,RISING STARS ISLAMIC SCHOOL (ICNA),63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBHL,MY LITTLE FOOTPRINTS DAYCARE CORP.,70,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBHM,IMMANUEL GENIUS,43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBHN,LEADING KIDS PRESCHOOL,71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBHO,HOLY MOUNTAIN,78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBHP,HAPPY MARYANN DAY SCHOOL,84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBHQ,OHR OSHER AND YAFFA 75,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBHR,KATHY'S DAY CARE,69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBHS,BRIGHT KIDS DAY CARE,87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBHV,QUEENS LIBRARY UPK - WOODHAVEN,24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBHW,RAVENSWOOD,36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBHX,ADVENTURELAND CHILD CARE,24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBHY,AIM HIGH LEADERSHIP ACADEMY,64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBIB,LEARNING LADDER CENTER,72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBIE,CPC CORONA QUEENS UPK,82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBIG,KIDDIE ACADEMY OF FLUSHING,42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBIH,MI NUEVO MUNDO,61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBII,ACADEMY OF EXCELLENCE BELL PARK 7,74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBIS,"BABY STEPS DAYCARE CENTER II, LLC",86,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBIX,"SUNSHINE LEARNING CENTER, INC.",22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBIY,KIDZ WORLD EARLY CHILDHOOD CENTER,59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBIZ,PRESCHOOL R US II,42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBJC,MAROOS PRESCHOOL,61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBJE,MORNING STAR PRESCHOOL,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBJH,BETHEL MISSION STATION CHURCH / BETHEL MISSION LOVING DAY CARE CENTER,44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBJJ,NORTH SIDE SCHOOL,32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBJK,YC CHILD & FAMILY CENTER,17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBJN,AL-MAMOOR SCHOOL,63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBJO,AL MADINAH SCHOOL,33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBJP,MAGIC BEANS,40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBJQ,GARDEN SCHOOL,42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBJR,GRACE DAYCARE CENTER,59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBJV,KHWOA BHOA DAY SCHOOL,47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBJX,DIVINE WISDOM CATHOLIC ACADEMY,48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBKE,SHOLOM SHOLOM INC.,64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBLD,ABC KIDDIELAND DAY CARE CENTER,81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBLF,DISCOVERY LANE DAY CARE CENTER,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBLI,I BEAR DAYCARE CENTER,47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBLR,PLAY & LEARN DAY CARE CENTER,55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBLV,RAINBOW - LITTLE NECK,62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBLY,IVY DAY SCHOOL,91,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBLZ,"ULMER ASSOCIATES, LLC",40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBMC,"BETH GAVRIEL DCC, INC.",58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBME,HAPPILY EVER AFTER,47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBMF,THE LITTLE LEARNING CENTER,93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBMJ,ALLEN CHRISTIAN SCHOOL,26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBMK,IVY DAY SCHOOL,54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBML,AL-IHSAN ACADEMY,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBMP,SUNNYSIDE FRIENDS,64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBMQ,DREAM DAY CARE,75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBMZ,THE LEARNING EXPERIENCE- BAYSIDE,32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBNA,LUTHERAN CHURCH OF OUR SAVIOUR - CHURCH CAMPUS,64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBNF,AL-IHSAN ACADEMY 3,89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBNI,D'LITTLE STAR DAY CARE,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBNM,TALENTED LITTLE CHILDREN III,91,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBNN,NEW MILESTONE,40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBNP,CORONA FRIENDS,80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBNR,NOAH'S ARK PREPARATORY III INC.,82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBNS,GRYC LITTLE STARS AT FAIRVIEW,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBNV,"INDEPENDENT KIDZ DAYCARE, INC.",50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBNY,DIVINE MERCY CATHOLIC ACADEMY,38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBOA,AIM HIGH LEADERSHIP ACADEMY CENTER TOO,80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBOD,BABY STEPS DAYCARE CENTER INC,35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBOG,AIM HIGH LEADERSHIP ACADEMY,60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBON,"KISSENA CHERRY DAYCARE, INC",82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QBOQ,PRECIOUS MOMENTS,86,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RAAA,ACADEMY OF SAINT DOROTHY,36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RAAH,COMMUNITY RESOURCES PRESCHOOL,60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RAAN,GATEWAY ACADEMY UPK,76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RABA,OUR LADY HELP OF CHRISTIANS,33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RABC,OUR LADY OF MOUNT CARMEL ST. BENEDICTA,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RABD,OUR LADY QUEEN OF PEACE SCHOOL,58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RABJ,SACRED HEART SCHOOL,44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RABL,ST. ANN SCHOOL,42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RABM,ST CHARLES SCHOOL,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RABN,SAINT CHRISTOPHER SCHOOL,33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RABP,SAINT JOHN'S EV PRESCHOOL,41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RABZ,ST. PATRICK'S,41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RACC,ST. PETER - ST. PAUL SCHOOL,22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RACE,ST. RITA SCHOOL,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RACH,ST. TERESA OF THE  INFANT JESUS,45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RACL,THE GINGERBREAD LEARNING CENTER,35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RACN,"UNITED CEREBRAL PALSY OF NEW YORK CITY, INC.",33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
