"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","THA","Thailand","2015","2015",85.39046,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","KWT","Kuwait","2013","2013",99.25229,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","KWT","Kuwait","2015","2015",99.15068,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","KWT","Kuwait","2017","2017",99.05684,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","KWT","Kuwait","2018","2018",98.77679,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","HTI","Haiti","2016","2016",61.69135,"‡","UIS Estimation"
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","MEX","Mexico","2013","2013",0.97678,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","MEX","Mexico","2014","2014",0.97878,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","MEX","Mexico","2015","2015",0.9784,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","MEX","Mexico","2016","2016",0.98042,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","MEX","Mexico","2017","2017",0.9822,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","MEX","Mexico","2018","2018",0.98312,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40540","Sub-Saharan Africa","2013","2013",73.94253,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40540","Sub-Saharan Africa","2014","2014",74.65455,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40540","Sub-Saharan Africa","2015","2015",75.25533,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40540","Sub-Saharan Africa","2016","2016",75.75508,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40540","Sub-Saharan Africa","2017","2017",76.39251,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40540","Sub-Saharan Africa","2018","2018",76.78082,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","BLR","Belarus","2018","2018",1.0004,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","ESP","Spain","2013","2013",98.74875,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","ESP","Spain","2014","2014",98.73127,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","ESP","Spain","2015","2015",98.77089,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","ESP","Spain","2016","2016",98.83597,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","ESP","Spain","2018","2018",98.92539,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","CAF","Central African Republic","2018","2018",0.52018,"‡","UIS Estimation"
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","ITA","Italy","2018","2018",0.98818,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ZWE","Zimbabwe","2014","2014",90.42812,"‡","UIS Estimation"
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","URY","Uruguay","2013","2013",1.01352,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","URY","Uruguay","2014","2014",1.01358,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","URY","Uruguay","2015","2015",1.01687,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","URY","Uruguay","2016","2016",1.01162,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","URY","Uruguay","2017","2017",1.01724,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","URY","Uruguay","2018","2018",1.00902,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","IDN","Indonesia","2014","2014",0.99997,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","IDN","Indonesia","2015","2015",0.99935,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","IDN","Indonesia","2016","2016",0.9997,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","IDN","Indonesia","2018","2018",0.99979,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","UGA","Uganda","2018","2018",26.30884,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","PRI","Puerto Rico","2017","2017",92.39,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","COM","Comoros","2018","2018",0.8192,"‡","UIS Estimation"
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","ROU","Romania","2018","2018",0.9841,"‡","UIS Estimation"
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","MNE","Montenegro","2018","2018",0.95709,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","ZAF","South Africa","2014","2014",94.1399,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","ZAF","South Africa","2015","2015",94.36792,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","ZAF","South Africa","2017","2017",87.04667,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","MYS","Malaysia","2016","2016",1.00479,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","STP","Sao Tome and Principe","2018","2018",82.16782,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MUS","Mauritius","2018","2018",98.73798,"+","National Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","MKD","North Macedonia","2014","2014",92.6,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","IRQ","Iraq","2013","2013",52.31889,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","IRQ","Iraq","2018","2018",56.33909,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40505","Central Asia","2013","2013",99.72663,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40505","Central Asia","2014","2014",99.73214,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40505","Central Asia","2015","2015",99.73899,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40505","Central Asia","2016","2016",99.74343,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40505","Central Asia","2017","2017",99.73643,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40505","Central Asia","2018","2018",99.7629,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","SUR","Suriname","2018","2018",0.8964,"‡","UIS Estimation"
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","GIN","Guinea","2014","2014",0.20059,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","BHR","Bahrain","2016","2016",81.21187,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","BHR","Bahrain","2017","2017",84.59981,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","BHR","Bahrain","2018","2018",85.13465,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","PRT","Portugal","2018","2018",85.07494,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BGD","Bangladesh","2013","2013",64.21377,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BGD","Bangladesh","2014","2014",64.36509,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BGD","Bangladesh","2015","2015",68.05536,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BGD","Bangladesh","2016","2016",75.61885,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BGD","Bangladesh","2017","2017",75.70236,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BGD","Bangladesh","2018","2018",76.66926,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","RWA","Rwanda","2014","2014",24.33124,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","RWA","Rwanda","2018","2018",28.98491,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","VNM","Viet Nam","2018","2018",93.59671,"‡","UIS Estimation"
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","JAM","Jamaica","2014","2014",1.11098,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","LBR","Liberia","2017","2017",64.95713,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","URY","Uruguay","2013","2013",98.56438,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","URY","Uruguay","2014","2014",98.30905,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","URY","Uruguay","2015","2015",98.63845,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","URY","Uruguay","2016","2016",98.8731,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","URY","Uruguay","2017","2017",98.56141,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","URY","Uruguay","2018","2018",98.60475,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","HND","Honduras","2013","2013",59.89107,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","HND","Honduras","2014","2014",62.04746,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","HND","Honduras","2015","2015",64.77856,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","HND","Honduras","2016","2016",69.79098,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","HND","Honduras","2018","2018",65.21036,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","PHL","Philippines","2013","2013",0.99287,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","PHL","Philippines","2015","2015",0.99489,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","TGO","Togo","2015","2015",0.66324,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","NIC","Nicaragua","2015","2015",0.92918,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","KEN","Kenya","2014","2014",74.00632,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","KEN","Kenya","2018","2018",78.18893,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","BFA","Burkina Faso","2014","2014",34.5994,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","BFA","Burkina Faso","2018","2018",41.22445,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SLV","El Salvador","2013","2013",84.67035,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SLV","El Salvador","2015","2015",86.2171,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SLV","El Salvador","2016","2016",86.32642,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SLV","El Salvador","2017","2017",86.67364,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","PAN","Panama","2018","2018",94.88172,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","MDA","Republic of Moldova","2014","2014",99.60201,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","ATG","Antigua and Barbuda","2015","2015",99.42,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BWA","Botswana","2013","2013",97.45629,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BWA","Botswana","2014","2014",97.7,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40530","Central and Eastern Europe","2013","2013",98.68226,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40530","Central and Eastern Europe","2014","2014",98.7111,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40530","Central and Eastern Europe","2015","2015",98.73752,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40530","Central and Eastern Europe","2016","2016",98.85137,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40530","Central and Eastern Europe","2017","2017",98.82817,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40530","Central and Eastern Europe","2018","2018",98.85958,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","EGY","Egypt","2013","2013",28.80172,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","EGY","Egypt","2017","2017",21.17772,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BDI","Burundi","2014","2014",79.55961,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BDI","Burundi","2017","2017",88.22177,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ROU","Romania","2018","2018",99.41938,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","TON","Tonga","2018","2018",99.41437,"‡","UIS Estimation"
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","BRN","Brunei Darussalam","2018","2018",0.98213,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ERI","Eritrea","2018","2018",93.81868,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","JOR","Jordan","2018","2018",90.7055,"‡","UIS Estimation"
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","PAK","Pakistan","2013","2013",0.25858,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","PAK","Pakistan","2014","2014",0.27902,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","PAK","Pakistan","2017","2017",0.27991,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","BOL","Bolivia (Plurinational State of)","2015","2015",1.0001,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","NAM","Namibia","2018","2018",0.99792,"‡","UIS Estimation"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","GTM","Guatemala","2013","2013",53.72963,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","GTM","Guatemala","2014","2014",60.90364,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","IRN","Iran (Islamic Republic of)","2013","2013",84.6268,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","IRN","Iran (Islamic Republic of)","2014","2014",84.70524,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","IRN","Iran (Islamic Republic of)","2016","2016",85.54425,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40044","Low income countries","2013","2013",51.55278,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40044","Low income countries","2014","2014",52.3935,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40044","Low income countries","2015","2015",53.01256,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40044","Low income countries","2016","2016",53.96644,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40044","Low income countries","2017","2017",55.01539,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40044","Low income countries","2018","2018",55.61861,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","QAT","Qatar","2013","2013",91.72963,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","QAT","Qatar","2014","2014",92.4524,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","QAT","Qatar","2016","2016",94.20704,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","QAT","Qatar","2017","2017",94.71151,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MAR","Morocco","2018","2018",97.73,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","LBN","Lebanon","2018","2018",93.30501,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","SAU","Saudi Arabia","2013","2013",96.53143,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","SAU","Saudi Arabia","2017","2017",97.10371,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUN","Tunisia","2014","2014",95.80119,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","LKA","Sri Lanka","2016","2016",98.68899,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","LKA","Sri Lanka","2017","2017",98.85646,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","MRT","Mauritania","2017","2017",63.74855,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","JOR","Jordan","2018","2018",99.49391,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BRN","Brunei Darussalam","2018","2018",99.70894,"‡","UIS Estimation"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","MNG","Mongolia","2018","2018",98.36351,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","IND","India","2018","2018",92.99297,"‡","UIS Estimation"
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","ALB","Albania","2018","2018",0.99236,"‡","UIS Estimation"
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","NPL","Nepal","2018","2018",8.65249,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","ARG","Argentina","2013","2013",99.15603,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","ARG","Argentina","2014","2014",99.06125,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","ARG","Argentina","2015","2015",99.14825,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","ARG","Argentina","2016","2016",99.10499,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","ARG","Argentina","2018","2018",98.93774,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","NIC","Nicaragua","2015","2015",89.64283,"‡","UIS Estimation"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","PER","Peru","2014","2014",88.11432,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","PER","Peru","2015","2015",89.70458,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","PER","Peru","2016","2016",89.93163,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","PER","Peru","2017","2017",89.5263,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","PER","Peru","2018","2018",90.6067,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","THA","Thailand","2013","2013",92.24916,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","THA","Thailand","2015","2015",91.19193,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SYC","Seychelles","2018","2018",95.86771,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2013","2013",98.74206,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2014","2014",98.95092,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2015","2015",99.16708,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2016","2016",99.37155,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2017","2017",99.58643,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40043","Upper middle income countries","2013","2013",98.32814,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40043","Upper middle income countries","2014","2014",98.39622,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40043","Upper middle income countries","2015","2015",98.36827,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40043","Upper middle income countries","2016","2016",98.39879,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40043","Upper middle income countries","2017","2017",98.30911,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40043","Upper middle income countries","2018","2018",98.31697,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","CIV","Côte d'Ivoire","2014","2014",47.03975,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","CIV","Côte d'Ivoire","2018","2018",53.0251,"‡","UIS Estimation"
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","SUR","Suriname","2018","2018",77.25294,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","MLT","Malta","2018","2018",88.20953,"‡","UIS Estimation"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","SGP","Singapore","2015","2015",94.62572,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PRY","Paraguay","2013","2013",98.89913,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PRY","Paraguay","2014","2014",98.7138,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PRY","Paraguay","2015","2015",98.6536,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PRY","Paraguay","2016","2016",98.4506,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PRY","Paraguay","2018","2018",98.28152,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","MOZ","Mozambique","2015","2015",0.79258,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","MOZ","Mozambique","2017","2017",0.84765,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","BWA","Botswana","2013","2013",1.01543,"‡","UIS Estimation"
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","BWA","Botswana","2014","2014",1.0226,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40030","Middle income countries","2013","2013",84.45217,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40030","Middle income countries","2014","2014",84.87823,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40030","Middle income countries","2015","2015",85.28447,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40030","Middle income countries","2016","2016",85.65752,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40030","Middle income countries","2017","2017",85.92127,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40030","Middle income countries","2018","2018",86.14847,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","ITA","Italy","2018","2018",99.35345,"‡","UIS Estimation"
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","SSD","South Sudan","2018","2018",0.97819,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BOL","Bolivia (Plurinational State of)","2015","2015",99.40421,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","SLV","El Salvador","2013","2013",1.00571,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","SLV","El Salvador","2015","2015",1.00997,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","SLV","El Salvador","2016","2016",1.00568,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","SLV","El Salvador","2017","2017",1.00358,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","BIH","Bosnia and Herzegovina","2013","2013",0.80502,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","MDG","Madagascar","2018","2018",77.27514,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","LSO","Lesotho","2014","2014",67.74747,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","TCD","Chad","2015","2015",13.93341,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","TCD","Chad","2016","2016",13.95523,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","MTQ","Martinique","2014","2014",96.1,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","SWZ","Eswatini","2018","2018",88.28758,"‡","UIS Estimation"
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","SEN","Senegal","2013","2013",0.63625,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","SEN","Senegal","2017","2017",0.61406,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","GUY","Guyana","2014","2014",1.00732,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","NGA","Nigeria","2018","2018",28.28781,"‡","UIS Estimation"
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","GHA","Ghana","2018","2018",0.89165,"‡","UIS Estimation"
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","AFG","Afghanistan","2018","2018",0.1404,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","RWA","Rwanda","2014","2014",76.14973,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","RWA","Rwanda","2018","2018",77.5588,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","KWT","Kuwait","2013","2013",95.58582,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","KWT","Kuwait","2015","2015",95.68545,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","KWT","Kuwait","2017","2017",96.03595,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","KWT","Kuwait","2018","2018",96.05647,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","ECU","Ecuador","2013","2013",94.42573,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","ECU","Ecuador","2014","2014",95.25717,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","ECU","Ecuador","2015","2015",95.72622,,
