ADMISSION_YEAR,COUNTY_CODE,COUNTY_NAME,SECTOR_CODE,SECTOR,SCHOOL_TYPE_CODE,SCHOOL_TYPE,SCHOOL_LEVEL_CODE,SCHOOL_LEVEL,SEDCODE,INST_ID,LEGAL_NAME,PROGRAM_TYPE,ADMISSION_STATUS,TOTAL
Fall of 2019,07,CHEMUNG,3,PROPRIETARY,1,PRIVATE,0,2-Year,504400,800000054090,ELMIRA BUSINESS INST,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2013,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Complete Applications Received,216
Fall of 2013,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Applicants Accepted,188
Fall of 2013,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Applicants Enrolled,72
Fall of 2013,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2013,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2013,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2013,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,10
Fall of 2013,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,8
Fall of 2013,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,3
Fall of 2014,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Complete Applications Received,208
Fall of 2014,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Applicants Accepted,208
Fall of 2014,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Applicants Enrolled,59
Fall of 2014,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2014,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2014,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2014,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,14
Fall of 2014,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,11
Fall of 2014,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,3
Fall of 2015,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Complete Applications Received,257
Fall of 2015,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Applicants Accepted,257
Fall of 2015,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Applicants Enrolled,109
Fall of 2015,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2015,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2015,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2015,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,13
Fall of 2015,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,9
Fall of 2015,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,2
Fall of 2016,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Complete Applications Received,225
Fall of 2016,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Applicants Accepted,225
Fall of 2016,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Applicants Enrolled,95
Fall of 2016,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2016,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2016,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2016,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,17
Fall of 2016,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,12
Fall of 2016,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,1
Fall of 2017,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Complete Applications Received,228
Fall of 2017,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Applicants Accepted,228
Fall of 2017,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Applicants Enrolled,95
Fall of 2017,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2017,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2017,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2017,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,29
Fall of 2017,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,26
Fall of 2017,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,5
Fall of 2018,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Complete Applications Received,198
Fall of 2018,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Applicants Accepted,197
Fall of 2018,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Applicants Enrolled,74
Fall of 2018,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2018,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2018,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2018,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,23
Fall of 2018,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,18
Fall of 2018,27,MONTGOMERY,0,SUNY,0,PUBLIC,0,2-Year,273300,800000051653,FULTON-MONTGOMERY COMMUNITY COLLEGE,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,4
Fall of 2019,03,BROOME,3,PROPRIETARY,1,PRIVATE,0,2-Year,504410,800000065215,ELMIRA BUSINESS INSTITUTE - VESTAL EXECUTIVE PARK,Associate Degree Programs (Part-Time Study),Complete Applications Received,5
Fall of 2019,03,BROOME,3,PROPRIETARY,1,PRIVATE,0,2-Year,504410,800000065215,ELMIRA BUSINESS INSTITUTE - VESTAL EXECUTIVE PARK,Associate Degree Programs (Part-Time Study),Applicants Accepted,5
Fall of 2019,03,BROOME,3,PROPRIETARY,1,PRIVATE,0,2-Year,504410,800000065215,ELMIRA BUSINESS INSTITUTE - VESTAL EXECUTIVE PARK,Associate Degree Programs (Part-Time Study),Applicants Enrolled,3
Fall of 2019,03,BROOME,3,PROPRIETARY,1,PRIVATE,0,2-Year,504410,800000065215,ELMIRA BUSINESS INSTITUTE - VESTAL EXECUTIVE PARK,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2019,03,BROOME,3,PROPRIETARY,1,PRIVATE,0,2-Year,504410,800000065215,ELMIRA BUSINESS INSTITUTE - VESTAL EXECUTIVE PARK,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2019,03,BROOME,3,PROPRIETARY,1,PRIVATE,0,2-Year,504410,800000065215,ELMIRA BUSINESS INSTITUTE - VESTAL EXECUTIVE PARK,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2019,03,BROOME,3,PROPRIETARY,1,PRIVATE,0,2-Year,504410,800000065215,ELMIRA BUSINESS INSTITUTE - VESTAL EXECUTIVE PARK,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2019,03,BROOME,3,PROPRIETARY,1,PRIVATE,0,2-Year,504410,800000065215,ELMIRA BUSINESS INSTITUTE - VESTAL EXECUTIVE PARK,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2019,03,BROOME,3,PROPRIETARY,1,PRIVATE,0,2-Year,504410,800000065215,ELMIRA BUSINESS INSTITUTE - VESTAL EXECUTIVE PARK,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2013,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Complete Applications Received,64
Fall of 2013,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Applicants Accepted,64
Fall of 2013,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Applicants Enrolled,58
Fall of 2013,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2013,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2013,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2013,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,27
Fall of 2013,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,27
Fall of 2013,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,27
Fall of 2014,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Complete Applications Received,71
Fall of 2014,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Applicants Accepted,71
Fall of 2014,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Applicants Enrolled,58
Fall of 2014,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2014,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2014,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2014,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,28
Fall of 2014,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,28
Fall of 2014,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,26
Fall of 2015,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Complete Applications Received,101
Fall of 2015,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Applicants Accepted,101
Fall of 2015,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Applicants Enrolled,75
Fall of 2015,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2015,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2015,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2015,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,29
Fall of 2015,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,29
Fall of 2015,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,19
Fall of 2016,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Complete Applications Received,140
Fall of 2016,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Applicants Accepted,140
Fall of 2016,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Applicants Enrolled,69
Fall of 2016,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2016,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2016,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2016,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,37
Fall of 2016,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,37
Fall of 2016,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,22
Fall of 2017,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Complete Applications Received,131
Fall of 2017,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Applicants Accepted,131
Fall of 2017,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Applicants Enrolled,59
Fall of 2017,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2017,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2017,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2017,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,50
Fall of 2017,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,50
Fall of 2017,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,13
Fall of 2018,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Complete Applications Received,109
Fall of 2018,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Applicants Accepted,109
Fall of 2018,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Applicants Enrolled,56
Fall of 2018,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2018,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2018,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2018,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,41
Fall of 2018,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,41
Fall of 2018,18,GENESEE,0,SUNY,0,PUBLIC,0,2-Year,273600,800000051573,GENESEE COMMUNITY COLLEGE,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,11
Fall of 2019,33,KINGS,2,INDEPENDENT,1,PRIVATE,0,2-Year,423600,800000073954,ELYON COLLEGE,Associate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2019,33,KINGS,2,INDEPENDENT,1,PRIVATE,0,2-Year,423600,800000073954,ELYON COLLEGE,Associate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2019,33,KINGS,2,INDEPENDENT,1,PRIVATE,0,2-Year,423600,800000073954,ELYON COLLEGE,Associate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2019,33,KINGS,2,INDEPENDENT,1,PRIVATE,0,2-Year,423600,800000073954,ELYON COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2019,33,KINGS,2,INDEPENDENT,1,PRIVATE,0,2-Year,423600,800000073954,ELYON COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2019,33,KINGS,2,INDEPENDENT,1,PRIVATE,0,2-Year,423600,800000073954,ELYON COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2019,33,KINGS,2,INDEPENDENT,1,PRIVATE,0,2-Year,423600,800000073954,ELYON COLLEGE,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2019,33,KINGS,2,INDEPENDENT,1,PRIVATE,0,2-Year,423600,800000073954,ELYON COLLEGE,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2019,33,KINGS,2,INDEPENDENT,1,PRIVATE,0,2-Year,423600,800000073954,ELYON COLLEGE,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2013,21,HERKIMER,0,SUNY,0,PUBLIC,0,2-Year,273900,800000051369,HERKIMER COUNTY COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Complete Applications Received,31
Fall of 2013,21,HERKIMER,0,SUNY,0,PUBLIC,0,2-Year,273900,800000051369,HERKIMER COUNTY COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Applicants Accepted,29
Fall of 2013,21,HERKIMER,0,SUNY,0,PUBLIC,0,2-Year,273900,800000051369,HERKIMER COUNTY COMMUNITY COLLEGE,Associate Degree Programs (Part-Time Study),Applicants Enrolled,28
Fall of 2013,21,HERKIMER,0,SUNY,0,PUBLIC,0,2-Year,273900,800000051369,HERKIMER COUNTY COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2013,21,HERKIMER,0,SUNY,0,PUBLIC,0,2-Year,273900,800000051369,HERKIMER COUNTY COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2013,21,HERKIMER,0,SUNY,0,PUBLIC,0,2-Year,273900,800000051369,HERKIMER COUNTY COMMUNITY COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
